robot_id,timestamp,battery,motor_current,temperature,vibration,speed,operating_hours,navigation_errors,maintenance_risk,anomaly_score,anomaly,health_score,status
R09,90,59.15,5.98,40.52,2.43,1.1,13.5,1,0,2.618,0,100,Healthy
R09,91,58.91,15.38612850573259,50.30229328231265,5.138258921904875,1.13,13.65,5,1,5.172,1,45,Critical
R09,92,58.76,8.83,45.58,1.29,1.83,13.8,1,0,2.545,0,100,Healthy
R09,93,58.57,9.54,24.31,2.82,1.38,13.95,1,0,3.448,0,100,Healthy
R09,94,58.33,6.86,40.29,1.8,1.51,14.1,1,0,2.175,0,100,Healthy
R09,95,58.21,11.068861121647233,54.75234703892189,5.4416974010655155,1.86,14.25,5,1,4.55,0,65,Warning
R09,96,58.1,6.58,42.15,3.33,2.0,14.4,4,0,3.249,0,100,Healthy
R09,97,58.01,8.76,40.43,2.39,1.49,14.55,1,0,1.974,0,100,Healthy
R09,98,57.83,7.59,31.57,3.18,1.57,14.7,1,0,2.704,0,100,Healthy
R09,99,57.57,5.84,43.34,2.59,1.41,14.85,1,0,2.38,0,100,Healthy
R10,0,88.48,7.74,43.92,2.3,1.66,0.0,1,0,2.351,0,100,Healthy
R10,1,88.42,7.48,50.61,1.96,1.35,0.15,1,0,2.669,0,100,Healthy
R10,2,88.17,7.62,29.97,1.54,1.22,0.3,2,0,3.358,0,100,Healthy
R10,3,88.01,7.55,45.58,2.65,1.42,0.45,1,0,2.211,0,100,Healthy
R10,4,87.95,12.352681549042769,54.4254987437011,3.897945678080372,1.13,0.6,5,1,4.288,0,65,Warning
R10,5,87.66,8.59,45.77,1.63,1.49,0.75,1,0,2.308,0,100,Healthy
R10,6,87.49,9.67,35.22,2.36,1.24,0.9,0,0,2.744,0,100,Healthy
R10,7,87.22,7.38,46.27,2.52,1.63,1.05,0,0,2.274,0,100,Healthy
R10,8,87.08,8.13,40.41,2.94,1.48,1.2,0,0,2.129,0,100,Healthy
R10,9,86.89,10.27,41.18,2.99,1.29,1.35,0,0,2.402,0,100,Healthy
R10,10,86.7,8.54,40.22,2.52,1.67,1.5,0,0,2.157,0,100,Healthy
R10,11,86.59,8.55,52.49,2.4,1.65,1.65,1,0,2.407,0,100,Healthy
R10,12,86.41,7.6,33.51,3.8,1.43,1.8,1,0,2.585,0,100,Healthy
R10,13,86.35,11.72,40.71,2.86,1.34,1.95,2,0,2.506,0,100,Healthy
R10,14,86.08,13.575589695189588,62.139043863493114,7.9317674566451934,1.53,2.1,4,1,6.594,1,40,Critical
R10,15,85.91,6.45,43.64,2.7,1.67,2.25,1,0,2.058,0,100,Healthy
R10,16,85.71,5.08,45.42,1.93,1.54,2.4,1,0,2.467,0,100,Healthy
R10,17,85.41,10.2,44.99,2.05,1.43,2.55,1,0,1.968,0,100,Healthy
R10,18,85.26,7.87,42.17,2.61,1.84,2.7,0,0,2.208,0,100,Healthy
R10,19,85.19,6.68,46.1,2.63,1.39,2.85,1,0,1.893,0,100,Healthy
R10,20,85.05,8.79,36.47,1.48,1.97,3.0,1,0,2.823,0,100,Healthy
R10,21,84.79,11.51,37.03,1.85,1.36,3.15,0,0,2.603,0,100,Healthy
R10,22,84.57,8.73,37.11,1.53,1.05,3.3,1,0,2.702,0,100,Healthy
R10,23,84.49,9.3,35.71,1.63,1.74,3.45,1,0,2.309,0,100,Healthy
R10,24,84.39,7.21,38.51,2.04,1.4,3.6,1,0,1.837,0,100,Healthy
R10,25,84.3,6.37,48.14,2.84,1.94,3.75,0,0,2.631,0,100,Healthy
R10,26,84.09,8.12,36.92,1.34,1.39,3.9,3,0,2.313,0,100,Healthy
R10,27,83.94,11.005710118022087,52.7415317431045,2.035693574269222,1.41,4.05,4,0,2.846,0,100,Healthy
R10,28,83.8,9.32,40.1,3.33,1.89,4.2,0,0,2.273,0,100,Healthy
R10,29,83.54,5.0,43.56,3.96,1.49,4.35,0,0,2.506,0,100,Healthy
R10,30,83.27,5.61,38.63,2.37,1.23,4.5,1,0,2.252,0,100,Healthy
R10,31,83.06,8.61,41.57,3.38,1.6,4.65,0,0,1.592,0,100,Healthy
R10,32,82.91,8.96,32.63,2.95,1.23,4.8,2,0,2.289,0,100,Healthy
R10,33,82.82,8.77,42.41,1.27,1.28,4.95,4,0,2.454,0,100,Healthy
R10,34,82.75,9.42,44.02,1.82,1.3,5.1,1,0,1.664,0,100,Healthy
R10,35,82.6,11.47,43.39,1.91,1.83,5.25,1,0,2.333,0,100,Healthy
R10,36,82.42,6.41,45.86,2.5,1.11,5.4,3,0,2.337,0,100,Healthy
R10,37,82.26,6.52,39.87,2.59,1.34,5.55,1,0,1.612,0,100,Healthy
R10,38,82.2,7.14,46.05,2.87,1.71,5.7,2,0,1.54,0,100,Healthy
R10,39,82.04,7.02,52.53,2.52,1.16,5.85,2,0,2.329,0,100,Healthy
R10,40,81.82,8.41,39.04,3.18,1.5,6.0,1,0,1.226,0,100,Healthy
R10,41,81.57,7.87,40.11,1.68,1.54,6.15,1,0,1.442,0,100,Healthy
R10,42,81.47,9.98,45.12,2.67,1.62,6.3,1,0,1.292,0,100,Healthy
R10,43,81.42,8.11,36.82,1.92,1.94,6.45,2,0,2.29,0,100,Healthy
R10,44,81.33,8.6,45.77,3.16,1.19,6.6,0,0,1.781,0,100,Healthy
R10,45,81.13,7.66,45.2,1.78,1.64,6.75,1,0,1.416,0,100,Healthy
R10,46,81.03,6.87,39.26,2.35,1.71,6.9,0,0,1.717,0,100,Healthy
R10,47,80.87,9.37,37.81,2.46,1.61,7.05,2,0,1.363,0,100,Healthy
R10,48,80.64,10.61,42.97,2.4,1.74,7.2,2,0,1.66,0,100,Healthy
R10,49,80.44,7.62,42.58,3.25,1.12,7.35,0,0,1.961,0,100,Healthy
R10,50,80.39,5.64,39.06,1.36,1.39,7.5,0,0,2.276,0,100,Healthy
R10,51,80.16,6.29,42.35,3.1,1.08,7.65,0,0,2.264,0,100,Healthy
R10,52,80.08,8.98,46.09,3.17,1.8,7.8,1,0,1.542,0,100,Healthy
R10,53,80.02,9.55,44.83,0.93,1.5,7.95,0,0,2.055,0,100,Healthy
R10,54,79.81,8.9,43.95,3.33,1.33,8.1,2,0,1.241,0,100,Healthy
R10,55,79.63,9.85,44.4,4.12,1.65,8.25,1,1,1.771,0,80,Healthy
R10,56,79.39,7.0,47.49,3.11,1.38,8.4,0,0,1.56,0,100,Healthy
R10,57,79.11,13.364540048528553,52.45560316242229,6.30124103486382,1.61,8.55,8,1,5.797,1,45,Critical
R10,58,78.98,8.89,48.4,2.19,1.46,8.7,0,0,1.435,0,100,Healthy
R10,59,78.79,8.27,49.9,1.59,1.34,8.85,1,0,1.768,0,100,Healthy
R10,60,78.5,8.32,41.8,3.02,1.52,9.0,0,0,1.115,0,100,Healthy
R10,61,78.26,7.8,37.64,2.55,1.68,9.15,1,0,1.361,0,100,Healthy
R10,62,78.21,8.85,43.14,2.94,1.22,9.3,0,0,1.564,0,100,Healthy
R10,63,78.01,8.61,38.37,2.26,1.03,9.45,1,0,2.17,0,100,Healthy
R10,64,77.78,9.25,35.67,2.84,1.28,9.6,0,0,1.84,0,100,Healthy
R10,65,77.62,8.99,37.82,2.89,1.41,9.75,1,0,1.237,0,100,Healthy
R10,66,77.42,7.76,38.14,3.17,1.82,9.9,1,0,1.745,0,100,Healthy
R10,67,77.27,8.36,39.26,3.81,1.51,10.05,0,0,1.628,0,100,Healthy
R10,68,77.14,9.31,39.14,2.53,1.74,10.2,1,0,1.459,0,100,Healthy
R10,69,76.87,5.43,41.27,3.43,2.05,10.35,0,0,2.91,0,100,Healthy
R10,70,76.72,9.55,46.33,2.16,1.35,10.5,0,0,1.571,0,100,Healthy
R10,71,76.66,7.14,40.28,2.72,1.36,10.65,1,0,1.319,0,100,Healthy
R10,72,76.6,7.81,37.41,2.56,1.11,10.8,0,0,2.157,0,100,Healthy
R10,73,76.32,8.17,46.36,1.62,1.12,10.95,1,0,2.104,0,100,Healthy
R10,74,76.15,16.469545282815464,42.87911825278487,2.714056392596714,1.4,11.1,6,1,4.794,0,65,Warning
R10,75,75.99,9.91,46.38,3.17,1.42,11.25,1,0,1.432,0,100,Healthy
R10,76,75.92,9.58,41.28,3.29,1.6,11.4,1,0,1.371,0,100,Healthy
R10,77,75.87,9.3,36.62,2.03,1.74,11.55,1,0,1.874,0,100,Healthy
R10,78,75.72,7.39,40.11,1.47,1.76,11.7,1,0,1.992,0,100,Healthy
R10,79,75.58,10.75,51.34,1.69,1.9,11.85,1,0,2.703,0,100,Healthy
R10,80,75.52,10.59,32.69,2.15,1.64,12.0,1,0,2.338,0,100,Healthy
R10,81,75.37,8.01,36.02,2.31,1.84,12.15,2,0,2.128,0,100,Healthy
R10,82,75.19,8.62,40.36,1.5,1.6,12.3,0,0,1.89,0,100,Healthy
R10,83,74.94,8.35,40.18,2.37,0.88,12.45,1,0,2.776,0,100,Healthy
R10,84,74.76,8.95,36.41,3.74,1.23,12.6,1,0,2.184,0,100,Healthy
R10,85,74.69,7.27,44.49,2.88,1.66,12.75,1,0,1.558,0,100,Healthy
R10,86,74.57,8.03,36.72,1.24,1.77,12.9,1,0,2.38,0,100,Healthy
R10,87,74.36,6.8,40.34,3.49,1.69,13.05,1,0,1.924,0,100,Healthy
R10,88,74.08,8.18,38.8,3.92,1.59,13.2,1,0,1.937,0,100,Healthy
R10,89,74.02,7.57,45.71,2.44,1.23,13.35,1,0,1.879,0,100,Healthy
R10,90,73.9,7.91,39.72,1.77,1.61,13.5,2,0,1.854,0,100,Healthy
R10,91,73.62,8.97,46.5,1.86,1.66,13.65,0,0,2.007,0,100,Healthy
R10,92,73.39,7.62,34.72,2.97,1.67,13.8,1,0,2.133,0,100,Healthy
R10,93,73.13,6.57,45.39,1.85,1.22,13.95,0,0,2.39,0,100,Healthy
R10,94,73.02,7.73,34.8,3.17,1.78,14.1,0,0,2.466,0,100,Healthy
R10,95,72.74,5.66,46.89,1.93,1.71,14.25,1,0,2.424,0,100,Healthy
R10,96,72.48,10.49,38.07,2.98,1.23,14.4,1,0,2.332,0,100,Healthy
R10,97,72.27,9.15,41.47,3.36,1.5,14.55,1,0,1.823,0,100,Healthy
R10,98,72.16,9.44,40.28,2.6,1.11,14.7,1,0,2.38,0,100,Healthy
R10,99,71.95,7.47,40.56,2.42,1.52,14.85,0,0,1.999,0,100,Healthy
R11,0,91.17,7.48,51.04,2.71,1.36,0.0,0,0,2.835,0,100,Healthy
R11,1,90.9,9.17,45.12,1.34,1.24,0.15,0,0,2.956,0,100,Healthy
R11,2,90.73,10.51,46.11,2.49,1.41,0.3,0,0,2.66,0,100,Healthy
R11,3,90.57,5.92,51.51,3.6,1.36,0.45,2,0,3.042,0,100,Healthy
R11,4,90.37,5.83,47.91,1.11,1.46,0.6,0,0,3.126,0,100,Healthy
R11,5,90.26,8.38,38.61,2.78,1.54,0.75,1,0,2.284,0,100,Healthy
R11,6,89.99,7.79,47.49,2.75,1.52,0.9,2,0,2.278,0,100,Healthy
R11,7,89.9,10.47,34.81,2.14,1.47,1.05,2,0,2.715,0,100,Healthy
R11,8,89.72,9.01,45.77,1.14,1.5,1.2,2,0,2.594,0,100,Healthy
R11,9,89.6,6.92,46.05,2.58,1.18,1.35,0,0,2.657,0,100,Healthy
R11,10,89.39,8.4,37.93,2.24,1.63,1.5,3,0,2.425,0,100,Healthy
R11,11,89.17,7.82,38.8,2.53,1.63,1.65,0,0,2.283,0,100,Healthy
R11,12,89.09,9.16,48.79,2.85,1.47,1.8,0,0,2.283,0,100,Healthy
R11,13,88.97,7.72,44.74,2.66,1.09,1.95,1,0,2.537,0,100,Healthy
R11,14,88.68,7.34,44.55,1.93,1.88,2.1,1,0,2.547,0,100,Healthy
R11,15,88.39,7.74,36.92,0.87,1.41,2.25,0,0,2.823,0,100,Healthy
R11,16,88.33,7.25,51.15,2.86,1.38,2.4,2,0,2.334,0,100,Healthy
R11,17,88.12,6.83,38.09,2.19,1.35,2.55,2,0,2.242,0,100,Healthy
R11,18,87.85,6.04,36.8,2.14,1.19,2.7,0,0,2.761,0,100,Healthy
R11,19,87.63,8.74,33.59,2.96,1.47,2.85,1,0,2.26,0,100,Healthy
R11,20,87.52,6.98,39.59,2.87,1.33,3.0,0,0,2.151,0,100,Healthy
R11,21,87.33,8.16,30.1,1.22,1.65,3.15,0,0,3.073,0,100,Healthy
R11,22,87.09,7.71,43.47,2.99,0.99,3.3,0,0,2.707,0,100,Healthy
R11,23,87.01,8.84,54.49,2.34,1.15,3.45,2,0,2.765,0,100,Healthy
R11,24,86.83,9.15,45.32,1.78,1.6,3.6,2,0,1.894,0,100,Healthy
R11,25,86.67,9.47,35.95,2.81,1.16,3.75,4,0,2.78,0,100,Healthy
R11,26,86.47,9.28,40.71,3.39,1.62,3.9,0,0,1.914,0,100,Healthy
R11,27,86.37,6.53,49.12,3.59,1.72,4.05,0,0,2.403,0,100,Healthy
R11,28,86.29,8.17,38.48,3.68,1.54,4.2,1,0,1.855,0,100,Healthy
R11,29,86.15,9.07,33.3,2.36,1.79,4.35,0,0,2.493,0,100,Healthy
R11,30,86.08,13.869021960726773,61.70459268279512,3.8880727424301287,1.55,4.5,6,1,4.99,0,45,Critical
R11,31,85.83,15.59608062122707,66.18031971876471,3.5478721253006253,1.52,4.65,7,1,6.073,1,45,Critical
R11,32,85.61,7.37,39.54,1.87,1.05,4.8,1,0,2.462,0,100,Healthy
R11,33,85.49,8.1,40.15,1.39,1.3,4.95,3,0,2.208,0,100,Healthy
R11,34,85.41,6.82,45.27,2.0,1.48,5.1,1,0,1.678,0,100,Healthy
R11,35,85.13,7.87,47.56,2.98,1.85,5.25,1,0,1.992,0,100,Healthy
R11,36,84.88,8.84,41.7,0.41,1.23,5.4,2,0,2.713,0,100,Healthy
R11,37,84.79,8.6,41.83,3.01,1.65,5.55,0,0,1.559,0,100,Healthy
R11,38,84.62,9.25,44.32,1.53,1.56,5.7,0,0,1.83,0,100,Healthy
R11,39,84.5,7.22,42.22,2.76,1.4,5.85,0,0,1.558,0,100,Healthy
R11,40,84.39,9.26,27.74,2.28,1.89,6.0,2,0,3.075,0,100,Healthy
R11,41,84.3,5.56,35.79,2.86,1.89,6.15,1,0,2.596,0,100,Healthy
R11,42,84.2,5.88,50.7,1.6,1.51,6.3,2,0,2.293,0,100,Healthy
R11,43,84.02,7.03,42.94,1.95,1.55,6.45,4,0,2.085,0,100,Healthy
R11,44,83.86,14.010217573533092,56.2884574370635,6.413589311857676,2.09,6.6,8,1,6.596,1,25,Critical
R11,45,83.81,8.07,33.89,1.86,0.97,6.75,1,0,2.842,0,100,Healthy
R11,46,83.65,8.45,49.28,2.09,1.61,6.9,1,0,1.569,0,100,Healthy
R11,47,83.54,7.15,40.24,2.31,1.42,7.05,1,0,1.377,0,100,Healthy
R11,48,83.28,7.52,41.79,1.73,1.95,7.2,0,0,2.372,0,100,Healthy
R11,49,83.17,6.83,50.99,2.89,1.27,7.35,2,0,2.002,0,100,Healthy
R11,50,82.93,7.1,43.69,2.12,1.95,7.5,1,0,2.165,0,100,Healthy
R11,51,82.72,8.56,41.4,2.66,1.48,7.65,1,0,1.008,0,100,Healthy
R11,52,82.47,15.002999780724968,45.25708629279095,4.334797249121615,1.27,7.8,4,1,4.047,0,60,Warning
R11,53,82.2,7.4,43.23,3.42,1.82,7.95,1,0,1.756,0,100,Healthy
R11,54,82.09,9.12,45.88,2.52,1.28,8.1,0,0,1.577,0,100,Healthy
R11,55,81.99,7.62,43.34,3.0,1.49,8.25,0,0,1.287,0,100,Healthy
R11,56,81.7,8.02,42.72,2.14,1.27,8.4,1,0,1.413,0,100,Healthy
R11,57,81.58,8.93,42.9,1.89,1.35,8.55,2,0,1.386,0,100,Healthy
R11,58,81.45,7.9,46.0,2.39,1.8,8.7,1,0,1.585,0,100,Healthy
R11,59,81.29,7.5,42.16,3.52,1.43,8.85,3,0,1.6,0,100,Healthy
R11,60,81.1,8.25,49.3,1.92,1.4,9.0,2,0,1.591,0,100,Healthy
R11,61,80.9,9.24,44.96,1.76,1.92,9.15,2,0,2.13,0,100,Healthy
R11,62,80.76,8.31,38.49,1.3,1.11,9.3,1,0,2.33,0,100,Healthy
R11,63,80.56,8.74,44.55,3.07,1.58,9.45,1,0,1.066,0,100,Healthy
R11,64,80.28,7.86,46.6,2.0,1.12,9.6,1,0,1.974,0,100,Healthy
R11,65,80.16,6.85,44.59,2.15,1.46,9.75,0,0,1.544,0,100,Healthy
R11,66,79.92,7.68,43.83,1.14,0.9,9.9,2,0,2.964,0,100,Healthy
R11,67,79.7,8.98,41.02,2.71,1.92,10.05,1,0,1.922,0,100,Healthy
R11,68,79.52,6.86,51.06,3.0,1.61,10.2,0,0,1.948,0,100,Healthy
R11,69,79.36,10.01,37.88,3.01,1.17,10.35,1,0,1.989,0,100,Healthy
R11,70,79.08,9.44,42.04,2.54,1.43,10.5,0,0,1.378,0,100,Healthy
R11,71,78.81,9.17,36.34,1.73,1.67,10.65,0,0,1.997,0,100,Healthy
R11,72,78.66,9.07,38.96,2.36,1.85,10.8,1,0,1.857,0,100,Healthy
R11,73,78.41,6.03,39.26,2.68,1.07,10.95,1,0,2.38,0,100,Healthy
R11,74,78.33,6.91,45.48,2.24,1.17,11.1,0,0,2.06,0,100,Healthy
R11,75,78.14,7.0,31.47,1.5,1.54,11.25,0,0,2.581,0,100,Healthy
R11,76,77.87,5.64,34.59,2.5,1.36,11.4,1,0,2.263,0,100,Healthy
R11,77,77.64,7.34,38.4,2.49,1.22,11.55,0,0,1.97,0,100,Healthy
R11,78,77.58,6.96,39.88,2.71,1.96,11.7,0,0,2.402,0,100,Healthy
R11,79,77.52,7.42,44.31,1.36,1.77,11.85,1,0,2.073,0,100,Healthy
R11,80,77.45,7.24,39.17,3.81,1.29,12.0,0,0,2.114,0,100,Healthy
R11,81,77.4,10.93,44.19,2.56,1.62,12.15,1,0,1.79,0,100,Healthy
R11,82,77.12,7.38,46.76,1.95,1.28,12.3,2,0,1.87,0,100,Healthy
R11,83,77.05,9.02,45.11,3.18,1.19,12.45,2,0,1.897,0,100,Healthy
R11,84,76.87,8.84,43.76,1.11,1.49,12.6,1,0,1.992,0,100,Healthy
R11,85,76.72,8.49,45.33,1.56,1.39,12.75,0,0,1.945,0,100,Healthy
R11,86,76.6,8.66,38.33,2.29,1.09,12.9,2,0,2.291,0,100,Healthy
R11,87,76.53,8.22,37.93,1.47,1.95,13.05,1,0,2.629,0,100,Healthy
R11,88,76.35,6.57,42.08,2.66,1.29,13.2,0,0,2.033,0,100,Healthy
R11,89,76.24,7.51,44.71,1.75,1.34,13.35,1,0,1.893,0,100,Healthy
R11,90,76.02,9.14,42.28,2.8,1.38,13.5,1,0,1.603,0,100,Healthy
R11,91,75.87,7.37,38.45,2.77,1.09,13.65,2,0,2.401,0,100,Healthy
R11,92,75.58,8.88,38.38,1.87,1.4,13.8,1,0,1.925,0,100,Healthy
R11,93,75.36,6.69,54.8,3.73,1.49,13.95,0,0,2.799,0,100,Healthy
R11,94,75.14,8.52,38.41,1.08,1.17,14.1,0,0,2.756,0,100,Healthy
R11,95,74.97,7.92,36.63,1.95,1.71,14.25,2,0,2.218,0,100,Healthy
R11,96,74.71,9.74,39.7,2.2,1.17,14.4,1,0,2.307,0,100,Healthy
R11,97,74.49,8.81,50.23,3.21,1.03,14.55,0,0,2.869,0,100,Healthy
R11,98,74.42,9.21,35.34,1.79,1.1,14.7,0,0,2.873,0,100,Healthy
R11,99,74.29,9.92,38.76,2.98,1.5,14.85,0,0,2.153,0,100,Healthy
R12,0,69.99,9.34,43.16,2.85,1.41,0.0,0,0,1.966,0,100,Healthy
R12,1,69.75,8.23,44.69,2.1,1.48,0.15,2,0,1.83,0,100,Healthy
R12,2,69.53,6.72,41.74,3.84,1.79,0.3,2,0,2.438,0,100,Healthy
R12,3,69.33,9.87,32.24,1.58,1.83,0.45,1,0,2.927,0,100,Healthy
R12,4,69.11,6.65,34.56,2.79,1.16,0.6,1,0,2.609,0,100,Healthy
R12,5,68.98,8.71,46.81,3.16,1.77,0.75,0,0,2.133,0,100,Healthy
R12,6,68.91,8.92,39.36,2.5,1.6,0.9,0,0,1.851,0,100,Healthy
R12,7,68.82,13.942730341234007,47.448080365183266,6.789739720542519,1.44,1.05,8,1,6.184,1,45,Critical
R12,8,68.61,9.62,49.22,2.7,1.51,1.2,3,0,2.03,0,100,Healthy
R12,9,68.54,10.69,28.37,2.35,1.81,1.35,1,0,3.13,0,100,Healthy
R12,10,68.48,9.36,44.0,2.72,1.22,1.5,1,0,1.835,0,100,Healthy
R12,11,68.4,7.93,43.27,2.07,1.37,1.65,2,0,1.617,0,100,Healthy
R12,12,68.33,7.71,46.32,2.23,1.02,1.8,1,0,2.421,0,100,Healthy
R12,13,68.05,8.92,39.93,2.82,1.12,1.95,0,0,2.18,0,100,Healthy
R12,14,67.79,8.01,41.54,1.61,1.21,2.1,2,0,2.033,0,100,Healthy
R12,15,67.53,8.17,33.37,2.31,1.49,2.25,2,0,1.995,0,100,Healthy
R12,16,67.3,7.15,42.59,2.67,1.27,2.4,0,0,1.795,0,100,Healthy
R12,17,67.23,9.93,31.6,3.34,1.27,2.55,1,0,2.481,0,100,Healthy
R12,18,66.99,9.55,48.98,2.32,1.51,2.7,1,0,1.582,0,100,Healthy
R12,19,66.7,8.41,48.22,1.95,1.34,2.85,0,0,1.812,0,100,Healthy
R12,20,66.53,8.17,32.57,2.54,1.72,3.0,1,0,2.124,0,100,Healthy
R12,21,66.32,6.46,36.86,2.45,2.18,3.15,1,0,3.146,0,100,Healthy
R12,22,66.18,14.777534593602699,55.747372075104124,4.440185693504373,1.43,3.3,7,1,5.186,1,25,Critical
R12,23,65.91,5.68,41.25,0.84,1.59,3.45,1,0,2.45,0,100,Healthy
R12,24,65.62,5.76,37.41,1.87,1.85,3.6,2,0,2.43,0,100,Healthy
R12,25,65.54,8.57,45.48,2.17,1.41,3.75,0,0,1.397,0,100,Healthy
R12,26,65.24,7.64,33.74,2.44,1.4,3.9,2,0,1.837,0,100,Healthy
R12,27,64.99,7.33,42.29,3.01,1.06,4.05,2,0,2.069,0,100,Healthy
R12,28,64.88,8.49,44.64,2.57,0.88,4.2,1,0,2.594,0,100,Healthy
R12,29,64.71,8.37,44.38,2.91,0.84,4.35,1,0,2.734,0,100,Healthy
R12,30,64.46,12.974073220612574,60.95255874595837,4.6294390457426715,1.22,4.5,5,1,4.637,0,25,Critical
R12,31,64.22,6.97,39.98,2.69,1.49,4.65,0,0,1.4,0,100,Healthy
R12,32,64.02,7.11,41.42,3.83,1.47,4.8,2,0,1.529,0,100,Healthy
R12,33,63.95,7.8,45.02,3.46,1.59,4.95,0,0,1.392,0,100,Healthy
R12,34,63.72,7.5,38.38,2.72,1.41,5.1,0,0,1.414,0,100,Healthy
R12,35,63.49,8.05,45.43,1.05,2.03,5.25,0,0,2.794,0,100,Healthy
R12,36,63.32,8.19,42.17,2.44,1.75,5.4,2,0,1.279,0,100,Healthy
R12,37,63.03,10.13,34.6,2.6,1.52,5.55,0,0,1.856,0,100,Healthy
R12,38,62.79,5.91,42.78,2.7,1.87,5.7,1,0,2.015,0,100,Healthy
R12,39,62.62,6.35,50.5,3.72,1.52,5.85,1,0,1.928,0,100,Healthy
R12,40,62.47,9.33,30.63,2.36,2.28,6.0,0,0,3.749,0,100,Healthy
R12,41,62.3,7.93,41.75,2.61,1.67,6.15,1,0,1.012,0,100,Healthy
R12,42,62.02,9.51,45.23,2.78,1.47,6.3,2,0,0.989,0,100,Healthy
R12,43,61.9,6.8,37.34,2.37,1.41,6.45,0,0,1.642,0,100,Healthy
R12,44,61.8,8.35,48.89,2.49,1.48,6.6,1,0,1.148,0,100,Healthy
R12,45,61.58,9.27,46.83,3.0,1.95,6.75,2,0,2.035,0,100,Healthy
R12,46,61.41,10.38,42.06,2.77,1.84,6.9,2,0,1.788,0,100,Healthy
R12,47,61.26,9.05,42.39,2.63,1.29,7.05,1,0,1.147,0,100,Healthy
R12,48,60.98,7.81,45.54,2.32,1.72,7.2,1,0,1.266,0,100,Healthy
R12,49,60.9,12.335943726413799,63.18830119421456,3.9290643785461272,1.84,7.35,7,1,5.151,1,45,Critical
R12,50,60.83,10.36,41.8,3.37,1.24,7.5,2,0,1.727,0,100,Healthy
R12,51,60.55,4.45,38.79,2.06,1.26,7.65,0,0,2.568,0,100,Healthy
R12,52,60.34,7.01,36.71,2.0,1.78,7.8,0,0,2.047,0,100,Healthy
R12,53,60.25,7.45,43.69,2.82,0.74,7.95,2,0,3.132,0,100,Healthy
R12,54,60.19,6.74,37.14,2.18,1.31,8.1,0,0,1.88,0,100,Healthy
R12,55,60.01,11.60267681201342,63.98645569315183,4.121477487971797,1.81,8.25,3,1,4.138,0,60,Warning
R12,56,59.82,8.76,41.41,2.18,1.56,8.4,3,0,1.382,0,100,Healthy
R12,57,59.67,8.08,34.36,3.75,2.07,8.55,4,0,3.246,0,100,Healthy
R12,58,59.38,7.67,39.68,3.35,1.5,8.7,2,0,1.299,0,100,Healthy
R12,59,59.27,7.11,44.57,1.59,1.3,8.85,0,0,1.891,0,100,Healthy
R12,60,59.04,9.04,31.68,3.52,1.18,9.0,1,0,2.492,0,100,Healthy
R12,61,58.77,12.78369758731244,70.56913457211994,3.443357036319225,1.67,9.15,4,1,5.097,0,60,Warning
R12,62,58.52,9.25,45.82,3.71,1.38,9.3,1,0,1.568,0,100,Healthy
R12,63,58.31,10.38,39.78,3.34,1.54,9.45,1,0,1.609,0,100,Healthy
R12,64,58.01,8.69,43.99,3.15,1.6,9.6,0,0,1.432,0,100,Healthy
R12,65,57.87,7.7,43.57,2.28,1.58,9.75,2,0,1.298,0,100,Healthy
R12,66,57.62,6.43,40.27,2.53,1.04,9.9,2,0,2.412,0,100,Healthy
R12,67,57.42,7.24,44.87,2.42,1.45,10.05,1,0,1.376,0,100,Healthy
R12,68,57.15,8.81,33.42,2.94,0.94,10.2,2,0,2.937,0,100,Healthy
R12,69,56.99,8.76,42.35,1.96,1.86,10.35,0,0,2.118,0,100,Healthy
R12,70,56.93,6.92,26.84,2.86,1.06,10.5,0,0,3.445,0,100,Healthy
R12,71,56.84,6.29,39.53,1.52,1.54,10.65,1,0,2.066,0,100,Healthy
R12,72,56.63,13.248228803323046,61.35205111071631,4.2963801625001015,1.49,10.8,8,1,5.57,1,25,Critical
R12,73,56.44,8.97,42.17,4.05,1.83,10.95,2,1,2.271,0,80,Healthy
R12,74,56.32,7.72,47.84,2.78,1.6,11.1,0,0,1.794,0,100,Healthy
R12,75,56.1,6.77,36.72,3.23,1.26,11.25,0,0,2.301,0,100,Healthy
R12,76,56.05,7.01,44.69,2.32,1.41,11.4,1,0,1.691,0,100,Healthy
R12,77,55.99,6.58,36.24,3.98,1.28,11.55,0,0,2.604,0,100,Healthy
R12,78,55.89,7.49,45.11,3.16,1.42,11.7,1,0,1.676,0,100,Healthy
R12,79,55.67,9.64,41.72,2.52,1.72,11.85,0,0,1.992,0,100,Healthy
R12,80,55.5,8.85,43.74,2.25,1.66,12.0,0,0,1.885,0,100,Healthy
R12,81,55.42,8.99,34.44,2.52,0.93,12.15,0,0,3.146,0,100,Healthy
R12,82,55.29,8.59,36.63,2.2,0.7,12.3,2,0,3.699,0,100,Healthy
R12,83,55.11,8.48,50.26,2.37,1.66,12.45,1,0,2.089,0,100,Healthy
R12,84,54.9,7.04,39.51,3.72,2.1,12.6,0,0,3.226,0,100,Healthy
R12,85,54.68,6.59,44.34,3.75,1.44,12.75,1,0,2.196,0,100,Healthy
R12,86,54.55,8.73,42.77,2.12,1.56,12.9,2,0,1.876,0,100,Healthy
R12,87,54.25,7.78,44.95,2.31,1.79,13.05,1,0,2.181,0,100,Healthy
